,Label,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0,0,0.011209890569865322,0.01175466963591411,0.012504098973638283,0.007963750672155474,0.008317847522701644,0.008728321595275545,0.008636956581645852,0.008212306258996412,0.007492753480824402,0.007145928731361747,0.0069371118327700215,0.008167234565491954,0.009171919902389861,0.009908094127115848,0.010408764861376594,0.012689721105834413,0.015004734550156133,0.01629621687312372,0.016325777195938872,0.014860273020220876,0.011616516214770483,0.008126625631022982
1,0,0.008579134276599547,0.014856058602143448,0.01836469358913816,0.018926740475033094,0.017763873052770024,0.01347727315758239,0.008937967547931825,0.007598379342395949,0.007423171107665205,0.007392176833842763,0.007172901903986985,0.007209420082340232,0.006970138164208852,0.007669868976197401,0.008945053594608208,0.009146916799623258,0.009342349328405875,0.008872851868672763,0.00868067034293969,0.008681875129099731,0.00836647032564715,0.007455354121967148
2,0,0.007468545002628476,0.008581596370590985,0.009365789461269508,0.008619129677622298,0.008291799018125627,0.008199824223231409,0.008674734809907757,0.008205253190044984,0.00833725380945806,0.008092713527796567,0.007468295685027695,0.007641627182802371,0.007031852580627587,0.007456829924419811,0.007528467474735728,0.007955332446640963,0.008822919879813986,0.009351426463685732,0.009589469453770904,0.009768174168203667,0.009100106512340281,0.007397248523861657
3,0,0.006167245556988196,0.0071494172508221035,0.009232932416283875,0.009100414125087764,0.009096005346071764,0.00890213946879336,0.007560259900755421,0.008059907472002683,0.008095704951557795,0.008610339947527737,0.009160718012402678,0.009291611972888306,0.009685825771352241,0.011733942035283072,0.023703531323578466,0.04300537559764878,0.0566994208046313,0.058891374984837666,0.055396100078560086,0.04232837803441274,0.020220281733513607,0.009666041178404241
4,0,0.007372905564300361,0.009341210321424124,0.018454151921449922,0.032229660333397865,0.04325517656432859,0.049835432775049184,0.04891102050131989,0.04185570492544938,0.030526273004393395,0.01809365544674405,0.013928994453767331,0.012252000720483101,0.01285299747819909,0.01305987284854398,0.012731271565059299,0.01147568704244174,0.009582953926340907,0.007840962522678647,0.007069466863295575,0.006783967077352862,0.006171692732888713,0.004700618177967733
5,0,0.005532862868998403,0.006681403105230972,0.008050703558389445,0.00866233551991492,0.008821593583658019,0.012522357660302812,0.034493375592095574,0.054606462700394924,0.05682480275804123,0.056996383846010835,0.04921306800261654,0.03100175603441728,0.028377002772754855,0.02772515044249051,0.024169721437693747,0.015987510084776363,0.01265440321332678,0.010175076151283415,0.0088657898994431,0.009346538417629443,0.008881490481731265,0.007714004894220331
6,0,0.0065751015435382715,0.007769337876995128,0.008990149981524777,0.00952543583011088,0.00993921861907046,0.010394537102688577,0.010617459664376123,0.009858083473480037,0.009107016628636751,0.008604488163033643,0.008529664139645439,0.008932433040670585,0.01020541714767293,0.015498876889460876,0.021774568798581796,0.024303529456614445,0.024864209123767134,0.022407894357745917,0.01664454915724234,0.012501293653067607,0.009858928050063238,0.007730493657465561
7,0,0.0066671224194347995,0.00837927590806022,0.010121784000141977,0.010257505720753976,0.010042150038080226,0.010426280774860616,0.009850604119973494,0.009278650105032744,0.009173398650397886,0.008238295544523912,0.0080072210845938,0.010885961430160873,0.011423415062165343,0.011852201668169941,0.011681518925999893,0.013430257382812219,0.013505035662136407,0.013294973058341228,0.01433432334149285,0.011117973701230442,0.010564759819589544,0.009482667846251076
8,0,0.00864913696830964,0.01079025554487536,0.01271913837343743,0.012498826480408036,0.011495891438062327,0.01014475438871708,0.008523277413348794,0.007669227019509007,0.007617389996753269,0.007723609106726238,0.007843966719802826,0.00919464282816943,0.010446224135053838,0.011082897917297413,0.011256650828608428,0.010157749139973322,0.008831651464015117,0.008235161780732313,0.00814924119777699,0.009683697983404065,0.009589003738772903,0.008626127161946572
9,0,0.006563727963491472,0.0076358651622036745,0.008564568501247474,0.008147238317746776,0.007862881954821184,0.008004323812944207,0.007837656301867038,0.008152964833886637,0.007930319318733526,0.008021510288124051,0.008476871134111158,0.008029002525664203,0.009724157411615409,0.010078702148036248,0.01021554269863972,0.011069641214920331,0.010095310468726809,0.010115596284694429,0.009881835909478411,0.009210551595645208,0.008510389206644795,0.006787699773975807
